Date,symbol,open,high,low,close,volume,per_of_change,ema_3,ema_9,ema_50,ema_200,Gain,Loss,AvgGain,AvgLoss,RS,RSI,RSI_Highest_High,RSI_Lowest_Low,14_Day_Stoch_RSI,RSI_K_Line,RSI_D_Line,EMA9_EMA50_EMA200,Purchase_Sell,buy_sell_condition,Open_Position,Running_PnL,Strategy_Return,Buy_Hold_Return
2019-01-22,ADBE,245.1300048828125,245.61000061035156,241.19000244140625,243.85000610351562,4155500,0.0,,,,,0.0,0.0,,,,,,,,,,False,0.0,,0,0.0,-15.56,27.93
2019-01-23,ADBE,244.91000366210938,248.16000366210938,240.60000610351562,245.13999938964844,2031400,0.529,,,,,1.2899932861328125,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-24,ADBE,245.6199951171875,245.97999572753906,241.17999267578125,242.55999755859375,3643000,-1.052,243.5275001525879,,,,0.0,2.5800018310546875,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-25,ADBE,244.99000549316406,247.10000610351562,243.42999267578125,244.9499969482422,3822300,0.985,244.23874855041504,,,,2.3899993896484375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-28,ADBE,241.0,243.22000122070312,239.35000610351562,241.85000610351562,2110400,-1.266,243.04437732696533,,,,0.0,3.0999908447265625,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-29,ADBE,241.80999755859375,242.8699951171875,237.27000427246094,238.27000427246094,1937100,-1.48,240.65719079971313,,,,0.0,3.5800018310546875,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-30,ADBE,240.16000366210938,243.0,238.8699951171875,242.6699981689453,2482900,1.847,241.66359448432922,,,,4.399993896484375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-31,ADBE,243.0,249.0,243.0,247.82000732421875,5007200,2.122,244.741800904274,,,,5.1500091552734375,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-01,ADBE,247.82000732421875,251.0399932861328,246.10000610351562,247.3800048828125,3033300,-0.178,246.06090289354324,244.36349449156256,,,0.0,0.44000244140625,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-04,ADBE,248.55999755859375,256.989990234375,248.05999755859375,254.74000549316406,3705100,2.975,250.40045419335365,246.43879669188289,,,7.3600006103515625,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-05,ADBE,256.739990234375,258.55999755859375,254.00999450683594,254.82000732421875,3042000,0.031,252.6102307587862,248.1150388183501,,,0.0800018310546875,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-06,ADBE,255.05999755859375,255.92999267578125,250.7100067138672,254.35000610351562,2539100,-0.184,253.4801184311509,249.3620322753832,,,0.0,0.470001220703125,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-07,ADBE,251.3300018310547,254.30999755859375,250.27999877929688,253.74000549316406,2099300,-0.24,253.6100619621575,250.23762691893938,,,0.0,0.6100006103515625,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-08,ADBE,251.38999938964844,257.04998779296875,250.63999938964844,257.0,2756800,1.285,255.30503098107874,251.59010153515152,,,3.2599945068359375,0.0,1.7092851911272322,0.7699999128069196,2.2198511489388206,68.9426636902276,,,,,,False,0.0,,0,0.0,,
2019-02-11,ADBE,258.8900146484375,259.8999938964844,256.19000244140625,258.3900146484375,3538100,0.541,256.8475228147581,252.95008415780873,,,1.3900146484375,0.0,1.8085719517299108,0.7699999128069196,2.348795008478679,70.13851258532874,,,,,,False,0.0,,0,0.0,,
2019-02-12,ADBE,260.1499938964844,262.25,258.6700134277344,261.3699951171875,2518400,1.153,259.1087589659728,254.6340663496845,,,2.97998046875,0.0,1.9292853219168526,0.7699999128069196,2.5055656368634267,71.47393306562815,,,,,,False,0.0,,0,0.0,,
2019-02-13,ADBE,263.1300048828125,263.3599853515625,259.3699951171875,260.2300109863281,1899700,-0.436,259.66938497615047,255.75325527701324,,,0.0,1.139984130859375,1.9292853219168526,0.6671415056501117,2.8918682252227965,74.30539930619688,,,,,,False,0.0,,0,0.0,,
