Date,symbol,open,high,low,close,volume,per_of_change,ema_3,ema_9,ema_50,ema_200,Gain,Loss,AvgGain,AvgLoss,RS,RSI,RSI_Highest_High,RSI_Lowest_Low,14_Day_Stoch_RSI,RSI_K_Line,RSI_D_Line,EMA9_EMA50_EMA200,Purchase_Sell,buy_sell_condition,Open_Position,Running_PnL,Strategy_Return,Buy_Hold_Return
2019-01-22,MU,35.163300443065786,35.163300443065786,33.46748093723086,33.78669357299805,37021900,0.0,,,,,0.0,0.0,,,,,,,,,,False,0.0,,0,0.0,32.65,36.01
2019-01-23,MU,34.02610709103903,34.60467860273753,33.357752976741175,34.15578842163086,31011600,1.092,,,,,0.3690948486328125,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-24,MU,35.22315698672933,37.347915545792816,35.013670586348574,36.50000762939453,65094800,6.863,35.23562431335449,,,,2.344219207763672,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-25,MU,37.99631851788503,39.21331916866856,37.407769459509474,38.86417770385742,61032300,6.477,37.04990100860596,,,,2.3641700744628906,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-28,MU,36.85912527505984,38.86418017103593,36.559863861449045,37.98634719848633,44213000,-2.259,37.51812410354614,,,,0.0,0.8778305053710938,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-29,MU,38.1858528194711,38.88413199814182,37.15838722269221,37.29804229736328,30331000,-1.812,37.40808320045471,,,,0.0,0.6883049011230469,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-30,MU,38.20580031186046,38.66466802765913,37.4975474715649,38.14595031738281,32848100,2.273,37.77701675891876,,,,0.8479080200195312,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-01-31,MU,37.53745039848513,38.72452223362795,37.18830893733838,38.125999450683594,34130500,-0.052,37.95150810480118,,,,0.0,0.01995086669921875,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-01,MU,38.21578098232099,39.76196811995883,38.135975909385074,39.50260543823242,36839900,3.611,38.7270567715168,37.376242244130864,,,1.3766059875488281,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-04,MU,39.45272606602906,39.5125798660215,38.41528303138365,39.3729248046875,30851500,-0.328,39.04999078810215,37.7755787562422,,,0.0,0.12968063354492188,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-05,MU,39.1434929392437,40.23081229325923,39.07366159970581,39.273170471191406,25094000,-0.253,39.16158062964678,38.07509709923204,,,0.0,0.09975433349609375,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-06,MU,40.30063674455213,41.85679745140268,40.2707079426639,41.41788101196289,47472600,5.461,40.289730820804834,38.743653881778215,,,2.1447105407714844,0.0,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-07,MU,40.709629122116176,40.949036710829276,38.81430065244826,39.283145904541016,40396400,-5.154,39.786438362672925,38.85155228633077,,,0.0,2.134735107421875,,,,,,,,,,False,0.0,,0,0.0,,
2019-02-08,MU,37.707030858800934,38.68462011082626,37.35789319926156,38.48511505126953,35573200,-2.031,39.13577670697123,38.778264839318524,,,0.0,0.7980308532714844,0.674764905657087,0.33916337149483816,1.989498166276356,66.54956971438537,,,,,,False,0.0,,0,0.0,,
2019-02-11,MU,38.50506251297313,38.774398909752826,37.268114400334994,38.48511505126953,30356500,0.0,38.81044587912038,38.71963488170873,,,0.0,0.0,0.674764905657087,0.33916337149483816,1.989498166276356,66.54956971438537,,,,,,False,0.0,,0,0.0,,
2019-02-12,MU,39.29312201062276,40.66972904754726,39.14349320996014,40.30064010620117,43587900,4.717,39.555542992660776,39.03583592660722,,,1.8155250549316406,0.0,0.7780813489641462,0.33916337149483816,2.2941196318895187,69.64287543417491,,,,,,False,0.0,,0,0.0,,
2019-02-13,MU,40.74953125068101,42.176014587299974,40.69965498264639,41.577491760253906,50101700,3.168,40.56651737645734,39.544167093336554,,,1.2768516540527344,0.0,0.7018408094133649,0.33916337149483816,2.069329616344041,67.41959564476082,,,,,,False,0.0,,0,0.0,,
2019-02-14,MU,41.28820256935338,43.05384979152444,41.20840130447736,42.126136779785156,41759200,1.32,41.34632707812125,40.060561030626275,,,0.54864501953125,0.0,0.5721604483468192,0.33916337149483816,1.6869759426705284,62.783440516921,,,,,,False,0.0,,0,0.0,,
2019-02-15,MU,42.166036495759386,42.29571782349232,41.318124805585484,41.88672637939453,28968400,-0.568,41.61652672875789,40.42579410037993,,,0.0,0.239410400390625,0.5721604483468192,0.2935619354248047,1.949028056102924,66.09052267473243,,,,,,False,0.0,,0,0.0,,
2019-02-19,MU,41.597441213691965,42.38549915232916,41.39793234494246,41.8568000793457,25575900,-0.071,41.7366634040518,40.71199529617309,,,0.0,0.029926300048828125,0.5721604483468192,0.2465348924909319,2.320809207028837,69.88685776095187,,,,,,False,0.0,,0,0.0,,
2019-02-20,MU,42.20594225177463,43.15360273476821,42.026384647450215,42.10618591308594,28048700,0.596,41.92142465856887,40.99083341955566,,,0.24938583374023438,0.0,0.5294088636125837,0.2465348924909319,2.147399332660615,68.22773679771157,,,,,,False,0.0,,0,0.0,,
2019-02-21,MU,42.36554696651316,42.764560890047086,41.31812637961327,41.4278564453125,24048800,-1.611,41.67464055194068,41.078238024707034,,,0.0,0.6783294677734375,0.5294088636125837,0.2935619354248047,1.8033975108063378,64.32899736318981,,,,,,False,0.0,,0,0.0,,
2019-02-22,MU,41.976504997400674,42.46529769897461,41.72711987875257,42.46529769897461,22834300,2.504,42.069969125457646,41.35564995956055,,,1.0374412536621094,0.0,0.5051828111921038,0.2935619354248047,1.7208730091694924,63.247090304106635,,,,,,False,0.0,,0,0.0,,
2019-02-25,MU,43.70225368675092,43.88181129355073,42.594983046590514,42.644859313964844,25233700,0.423,42.357414219711245,41.61349183044141,,,0.17956161499023438,0.0,0.5180086408342633,0.2842990330287388,1.8220555846276818,64.56483687113726,,,,,,False,0.0,,0,0.0,,
2019-02-26,MU,42.245839276772465,43.043874732810096,42.1859892812902,42.854339599609375,18051500,0.491,42.60587690966031,41.861661384275,,,0.20948028564453125,0.0,0.5329715183803013,0.27717372349330355,1.922878949934725,65.78715652858862,,,,,,False,0.0,,0,0.0,,
2019-02-27,MU,42.51517420840469,42.65482926680781,40.909133426138816,41.2183723449707,29522200,-3.818,41.91212462731551,41.73300357641415,,,0.0,1.6359672546386719,0.3797779083251953,0.39402852739606586,0.9638335346807358,49.079187092984846,,,,,,False,0.0,,0,0.0,,
2019-02-28,MU,40.10112924142595,41.048793486477635,39.70211151551522,40.779457092285156,25777900,-1.065,41.34579085980033,41.542294279588354,,,0.0,0.4389152526855469,0.3797779083251953,0.2728985377720424,1.3916450832815797,58.187775979373214,69.88685776095187,49.079187092984846,0.43775149230955734,,,False,0.0,,0,0.0,,
